"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US18067","Howard County, Indiana","69868","144","33708","83","2015","198","2124","505","2081","505","1321","198","663","198","1914","198","2076","198","1926","198","3722","83","4474","198","4887","198","3788","198","1945","402","772","402","36160","120","1717","120","1808","584","2126","584","1280","198","638","198","1841","198","2194","198","1977","198","4157","198","4586","198","5447","198","4534","198","2435","601","1420","601"
"0500000US22105","Tangipahoa Parish, Louisiana","84364","166","41163","166","2489","217","2100","919","2783","919","1470","217","874","512","2714","512","3102","217","2846","217","5156","217","5206","217","5757","217","4294","166","2049","233","323","233","43201","217","2457","217","1430","690","3241","690","1296","217","1251","217","2589","217","3307","217","2742","217","5059","217","5427","217","6210","217","4851","217","2714","438","627","438"
"0500000US25003","Berkshire County, Massachusetts","110577","439","53363","148","2009","211","1911","561","2734","560","1671","211","1300","211","3351","211","2966","211","2882","211","5521","211","7171","81","9209","211","7545","211","3812","433","1281","433","57214","320","1916","211","2274","531","2197","537","1595","67","1365","211","3245","211","2754","211","2786","130","5653","211","7797","211","9949","73","8346","211","4840","653","2497","653"
"0500000US42051","Fayette County, Pennsylvania","119379","255","58298","255","2903","177","3089","505","2916","530","2020","177","1102","177","3104","177","3758","177","3445","177","6646","177","8315","177","9292","177","7139","177","3430","411","1139","411","61081","177","2842","177","3094","519","2742","519","2027","177","1004","177","3003","177","3391","177","3175","177","6817","177","8410","177","9875","177","7762","177","4187","665","2752","665"
"0500000US47113","Madison County, Tennessee","54359","45","26060","211","1371","211","1217","419","1479","419","869","211","1157","348","1055","348","1689","211","1523","211","2920","211","3448","211","3920","211","3280","211","1436","334","696","334","28299","45","1303","45","1291","424","1273","424","826","211","952","336","1652","336","1727","211","1541","211","2959","211","3521","211","4503","211","3646","211","1937","437","1168","437"
"0500000US49057","Weber County, Utah","193705","383","96931","179","6898","193","7377","907","7043","907","4288","193","2321","193","6286","193","7652","193","7009","193","13784","179","10702","193","11377","193","7554","193","3830","317","810","317","96774","341","6586","193","6838","758","6961","785","4074","129","2082","193","6097","193","7503","193","6965","193","13313","193","10684","193","11443","193","8243","193","3760","513","2225","513"
"0500000US53007","Chelan County, Washington","52011","204","25517","204","1176","204","1260","394","1288","394","803","204","140","209","1453","209","1544","204","1459","204","2845","204","3028","204","4228","204","3830","204","1889","361","574","361","26494","204","1073","204","1522","307","849","307","775","204","383","271","1198","271","1377","204","1441","204","2947","204","3005","204","4751","204","3982","204","2251","410","940","410"
"0500000US01069","Houston County, Alabama","69413","46","33610","26","1820","201","1840","361","2156","356","1297","17","674","201","1713","201","2103","201","2001","201","4073","201","4637","201","4842","201","3940","201","1883","166","631","166","35803","24","1703","201","1586","335","2012","338","1290","201","621","201","1766","201","2141","201","2132","201","4170","201","4795","201","5213","201","4590","201","2946","244","838","244"
"0500000US06083","Santa Barbara County, California","195842","509","96334","306","3481","211","3350","581","3705","582","2357","211","3887","211","10715","211","6695","137","5313","211","9739","211","10439","158","14389","102","12569","59","6959","690","2736","690","99508","311","3250","211","3256","573","3433","597","2115","211","4421","211","9675","145","5829","211","4810","108","9072","211","10734","211","15695","122","13869","161","8982","781","4367","781"
"0500000US12033","Escambia County, Florida","201909","434","101036","313","5220","229","3892","1073","5783","1073","2808","229","3763","147","8094","117","8141","229","6912","229","10947","229","12186","229","14794","203","11306","229","5622","414","1568","394","100873","198","4886","229","3793","830","5306","830","2686","229","2513","229","6841","229","7228","229","6336","229","10475","229","12342","134","15796","144","12764","229","6587","705","3320","705"
"0500000US18039","Elkhart County, Indiana","153135","257","74797","117","5056","198","5729","1021","4346","1008","3138","198","1753","198","4417","198","5047","198","4539","198","8768","198","9696","198","10166","198","7295","198","3704","465","1143","465","78338","142","4878","198","4140","746","5576","746","3026","198","1589","198","4367","198","5014","198","4579","198","9046","198","9841","142","10633","198","8344","198","4519","861","2786","861"
"0500000US26049","Genesee County, Michigan","294943","196","143575","94","7677","172","6574","901","10321","901","5668","172","3335","172","8426","172","9241","172","7972","94","16974","172","20104","172","22007","172","15228","172","7602","651","2446","651","151368","102","7412","172","7134","920","8803","920","5343","172","2887","172","7963","172","9227","172","8081","172","17805","172","20810","102","23570","172","17552","172","10988","756","3793","756"
"0500000US26145","Saginaw County, Michigan","131860","176","64350","119","3082","48","3350","584","3304","584","2267","172","1652","172","3988","172","4308","172","3630","84","7227","172","8646","38","9938","172","7589","172","3840","506","1529","506","67510","77","2993","172","2636","522","3523","524","2123","26","1704","172","3722","172","4050","172","3498","172","7136","172","8836","42","10718","172","8647","172","5000","594","2924","594"
"0500000US37023","Burke County, North Carolina","73229","581","35760","312","1368","312","1820","351","1555","351","1239","210","423","274","2426","274","2214","210","1860","210","4017","210","5531","210","5852","210","4442","210","2692","240","321","240","37469","278","1495","210","1529","543","1747","543","1162","210","890","577","1475","577","1986","278","1839","210","4117","210","5593","210","6269","210","5060","210","3379","495","928","495"
"0500000US37125","Moore County, North Carolina","76129","164","36673","164","2001","210","2026","821","1993","821","1194","210","863","457","1294","457","2027","210","2270","210","4307","210","4317","210","4995","210","5031","210","3095","513","1260","517","39456","210","1834","210","2466","595","1485","595","1171","210","905","439","1119","439","1952","210","2343","210","4385","210","4572","210","5807","210","5917","210","3926","565","1574","565"
"0500000US39023","Clark County, Ohio","112993","121","54365","76","2976","76","2777","582","3777","582","2164","195","1492","195","3258","195","3192","195","3047","195","5811","195","7372","195","8008","195","6265","195","3051","332","1175","332","58628","93","2910","195","2330","545","3732","541","2073","195","1614","195","3535","195","3393","195","3252","195","6414","195","7635","195","8540","195","7222","195","3680","525","2298","525"
"0500000US45051","Horry County, South Carolina","266582","323","128206","93","4983","214","4910","1052","6502","1052","3644","214","2700","214","5737","214","7361","214","6719","214","13282","214","16092","214","20875","214","23450","214","10491","494","1460","494","138376","241","5013","112","5031","1000","5680","987","3461","214","2611","214","5957","214","7797","214","7082","214","13932","214","17578","104","25147","59","25362","214","9621","976","4104","976"
"0500000US06031","Kings County, California","47706","623","26175","239","1406","211","1489","504","1049","501","691","211","623","319","2085","319","2335","211","2140","122","3810","211","3488","211","3260","211","2214","211","1347","155","238","156","21531","395","1226","92","1214","423","1156","390","680","211","681","420","900","420","1634","211","1525","126","2589","211","2482","211","2852","211","2396","211","1479","446","717","446"
"0500000US10003","New Castle County, Delaware","317314","229","153924","185","7429","200","6621","1160","8344","1160","5087","200","4407","200","8900","150","11221","200","10600","200","17615","100","21327","200","24233","39","16863","200","8082","633","3195","633","163390","131","7023","200","6125","1152","8521","1152","4753","200","4793","200","8874","200","11086","200","10258","200","18054","97","22110","200","25902","98","19437","51","10923","751","5531","751"
"0500000US12113","Santa Rosa County, Florida","146464","828","73463","667","3916","276","4277","795","4545","814","2754","160","1539","229","3931","243","5023","229","4897","204","9289","229","10208","229","10744","229","7742","229","4367","209","231","209","73001","297","3871","229","3942","737","4392","736","2702","229","929","522","3754","578","4484","229","4785","229","8846","108","10361","229","11207","229","8088","229","3757","792","1883","792"
"0500000US20091","Johnson County, Kansas","476155","283","232487","283","14160","177","15459","1282","14837","1295","9566","177","5119","177","12780","177","14848","177","15745","177","31991","68","31308","177","31276","177","22075","114","9882","838","3441","838","243668","177","13935","177","13299","1123","15725","1123","9135","177","4537","177","12591","177","14425","177","16279","177","32314","177","32191","177","34545","177","25312","177","11929","1064","7451","1064"
"0500000US25017","Middlesex County, Massachusetts","1146805","3401","558901","1599","25613","572","26037","2021","30416","2021","19648","211","15973","211","36844","182","40250","578","41234","136","68244","558","78454","526","83319","408","55416","211","27558","1332","9895","1332","587904","2027","24569","486","26398","1720","27801","1689","18495","57","15278","257","36351","215","38705","644","40187","239","69614","419","81821","593","87745","492","64126","68","35758","1972","21056","2010"
"0500000US33011","Hillsborough County, New Hampshire","348206","708","171822","687","8140","162","9271","1317","8962","1317","6354","192","3929","192","10649","192","12043","192","11199","192","20457","192","25187","623","28286","192","17159","188","7553","604","2633","603","176384","98","7755","192","8070","1073","9481","1068","6034","35","3641","192","10151","192","11012","192","10951","192","20527","192","26276","192","28734","192","18782","192","9410","915","5560","911"
"0500000US34017","Hudson County, New Jersey","192080","1460","98604","697","5970","164","4038","653","3328","653","1910","210","1226","449","5072","449","11657","210","12862","246","16384","238","12038","294","11955","139","7363","82","3208","466","1593","466","93476","1177","5542","108","3590","804","2818","726","1873","210","1031","210","4127","210","11326","210","11696","408","14162","131","10608","92","10724","340","8106","89","5051","662","2822","662"
"0500000US37025","Cabarrus County, North Carolina","135112","1293","66173","768","3605","210","3787","877","4377","1029","2849","210","1477","210","3224","568","4125","210","4158","210","8771","210","10568","210","9196","210","6308","210","2898","393","830","393","68939","552","3440","210","4061","790","3756","790","2390","366","1215","129","3442","210","3806","287","4332","210","9336","210","10611","210","9751","210","7193","210","3652","563","1954","563"
