"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US26025","Calhoun County, Michigan","103892","172","50588","172","2866","172","2236","467","3541","467","1962","172","1278","172","3132","172","3140","172","2829","172","5880","172","6781","172","7650","172","5611","172","2660","336","1022","336","53304","172","2669","172","2924","570","2705","570","1807","172","1277","172","3012","172","3158","172","2934","172","6073","172","6972","172","8085","172","6259","172","3081","465","2348","465"
"0500000US39119","Muskingum County, Ohio","78691","160","38099","195","2333","195","2218","470","2554","470","1571","195","908","195","2489","195","2480","195","2185","195","4470","195","5120","195","5495","195","3764","195","2081","234","431","234","40592","160","2172","195","1698","590","2959","590","1454","195","852","195","2449","195","2559","195","2310","195","4576","160","5302","195","5890","195","4533","195","2893","330","945","330"
"0500000US42017","Bucks County, Pennsylvania","524895","822","257353","412","11643","160","12496","1380","15740","1344","10081","177","5810","177","14771","177","14168","177","14002","177","28932","114","37340","177","44244","177","28882","331","14598","873","4646","873","267542","494","11182","177","11067","1138","16009","1138","9457","120","5102","177","14281","177","13388","177","13688","123","29203","73","39144","141","45378","331","31847","177","19821","1166","7975","1099"
"0500000US45075","Orangeburg County, South Carolina","28670","287","13736","167","592","214","418","261","1065","261","343","167","73","96","644","343","1008","344","620","214","1377","214","1850","214","2279","214","2056","214","1007","209","404","209","14934","330","637","214","189","224","1026","336","574","167","467","297","498","297","780","214","689","214","1428","214","1975","214","2407","214","2311","214","1355","373","598","373"
"0500000US48029","Bexar County, Texas","542122","543","271659","374","14971","228","13428","1902","14245","1879","8258","171","7505","228","18421","228","21831","228","21081","165","34677","67","35216","228","35791","151","27622","118","14225","961","4388","960","270463","291","14068","185","11954","1608","14684","1608","7899","228","5553","228","15073","228","19486","228","19661","228","33189","122","34087","228","38391","128","30985","228","16981","1248","8452","1249"
"0500000US53009","Clallam County, Washington","63326","204","31128","331","1321","204","1099","360","1453","360","882","331","406","275","1332","275","1643","204","1674","204","3092","204","3088","204","5172","204","5796","204","2899","489","1271","489","32198","331","1144","204","1229","315","1237","315","640","331","613","365","879","365","1460","204","1566","204","2939","204","3262","204","5956","204","6505","204","2938","460","1830","460"
"0500000US13097","Douglas County, Georgia","56482","72","27412","569","1393","226","1151","549","2008","549","1018","569","427","344","1685","344","1708","226","891","518","3555","518","4165","226","4473","226","3116","226","1652","174","170","174","29070","563","1242","226","1888","593","1066","593","1114","569","667","365","1231","373","1718","226","1219","633","3632","633","4420","226","4582","226","3726","226","1574","380","991","380"
"0500000US16027","Canyon County, Idaho","156681","204","76849","204","4954","204","5349","928","5746","928","3399","204","1986","204","4544","204","4913","204","4796","204","9871","204","9333","204","9407","204","7761","204","4059","472","731","472","79832","204","4863","204","5717","928","4759","928","3291","204","1903","204","4464","204","5177","204","5062","204","10200","204","9474","204","10256","204","8702","204","4044","813","1920","813"
"0500000US18019","Clark County, Indiana","96814","707","46896","376","2690","58","2200","691","3351","691","1784","198","913","198","2634","198","3295","198","3129","198","6372","198","6634","198","6763","198","4469","370","2370","189","292","189","49918","335","2578","198","2427","717","2995","717","1606","198","893","198","2505","198","3415","198","3225","198","6521","198","6816","198","7141","335","5691","198","3268","353","837","353"
"0500000US23031","York County, Maine","193909","193","94338","193","4498","170","4195","946","6033","946","3370","170","1987","170","5037","132","5680","170","5717","141","10653","170","13267","170","15422","170","11530","170","5450","600","1499","600","99571","170","4293","170","4250","1000","5222","1000","3144","170","2038","170","4823","170","5761","170","5732","170","11009","170","13673","170","16851","170","12846","170","6853","759","3076","759"
"0500000US24027","Howard County, Maryland","163542","1285","81338","544","3987","206","3589","714","5234","809","3335","206","1778","206","4816","90","4908","206","4831","206","9744","77","11574","87","13463","206","9038","206","3844","423","1197","423","82204","816","3856","206","4363","689","4377","689","2865","391","1578","206","4510","206","4307","206","4692","206","9235","454","12372","103","13706","206","9704","206","5112","484","1527","484"
"0500000US27053","Hennepin County, Minnesota","860981","1458","423697","1000","22322","354","18190","1338","20588","1381","11827","76","8629","147","23552","97","35934","83","35438","569","57881","275","56192","116","64266","188","42349","43","18124","1123","8405","1123","437284","712","21249","179","19488","1596","17774","1566","11579","36","8464","87","23614","192","33991","295","33783","223","55883","194","56425","99","67666","164","48132","157","25904","1283","13332","1283"
"0500000US28067","Jones County, Mississippi","44192","218","21656","218","1278","218","1506","542","1317","542","853","218","876","392","964","392","1285","218","1226","218","2475","218","2796","218","3077","218","2391","218","1221","302","391","302","22536","218","1176","218","881","461","1636","461","814","218","673","218","765","478","1687","478","1286","218","2969","543","2288","543","3321","218","2709","218","1538","407","793","407"
"0500000US34021","Mercer County, New Jersey","180440","210","87292","210","3509","210","3588","597","4357","597","2940","210","3240","210","6859","210","5207","210","4717","210","9293","210","12206","210","14450","210","10044","210","4950","587","1932","587","93148","210","3365","210","3769","686","3601","686","2765","210","3540","210","6875","210","4766","210","4672","210","9358","210","12893","210","15432","210","11289","210","6966","802","3857","802"
"0500000US36117","Wayne County, New York","80904","201","39805","201","2044","201","1192","358","3494","358","1389","201","775","201","2147","201","2324","201","2228","201","4405","201","5740","201","6549","201","4692","201","2317","287","509","287","41099","201","2004","201","2405","465","2061","465","1478","201","726","201","2081","201","2263","201","2282","201","4437","201","5879","201","6852","201","4906","201","2258","483","1467","483"
"0500000US37129","New Hanover County, North Carolina","179260","598","85781","210","3811","210","3368","730","4750","730","2526","210","2676","210","8057","210","6124","210","5521","210","10950","210","11343","210","11091","210","9629","210","4208","578","1727","578","93479","598","3544","210","3750","821","3921","821","2416","210","3579","210","8448","579","6217","210","5719","210","11275","210","11502","135","13305","210","11593","210","5581","647","2629","647"
"0500000US42085","Mercer County, Pennsylvania","99660","177","48899","177","2413","177","2051","407","2943","407","1777","177","1478","177","3367","177","2651","177","2531","177","5198","177","6692","177","7748","177","5855","177","2822","513","1373","513","50761","177","2183","177","1964","374","2824","374","1691","177","1321","177","3136","177","2455","177","2506","177","5194","177","6654","177","8009","177","6420","177","3930","529","2474","529"
"0500000US42111","Somerset County, Pennsylvania","69479","250","35251","141","1640","177","2012","395","1595","395","1200","177","640","177","1863","177","2064","177","1988","177","4177","177","5013","177","5624","141","4453","177","2501","185","481","185","34228","111","1539","177","1607","337","1838","337","1182","177","606","177","1517","177","1708","177","1688","177","3639","177","4510","111","5553","177","4519","177","2827","435","1495","435"
"0500000US04027","Yuma County, Arizona","64460","81","34205","177","1244","211","1337","359","1053","359","886","177","577","383","2684","383","1839","211","1730","211","3063","211","2917","211","3944","211","5581","211","6207","482","1143","482","30255","182","1212","211","1214","234","977","234","279","177","441","175","1043","175","1278","211","1387","211","2317","211","2576","73","4120","211","6183","211","6169","493","1059","490"
"0500000US05119","Pulaski County, Arkansas","203682","228","99129","159","5369","72","4425","795","5489","799","2967","201","1792","201","5593","201","7202","201","7148","201","12501","201","12879","201","14705","201","11505","201","5622","632","1932","632","104553","162","4838","46","4763","930","4698","930","2834","201","1516","201","4874","121","7073","65","7056","201","12192","201","13358","201","16272","201","13623","201","7325","909","4131","909"
"0500000US09005","Litchfield County, Connecticut","159185","362","78424","207","3029","207","3866","567","3775","567","2909","207","1618","207","4154","207","4145","207","3979","207","7801","207","11777","207","14481","207","10311","207","5342","444","1237","444","80761","362","2858","176","3663","703","3391","714","2742","207","1427","207","3965","207","3688","158","3857","207","7993","207","12342","207","14953","207","10936","207","5823","636","3123","636"
"0500000US13047","Catoosa County, Georgia","61094","226","30588","645","2528","510","1837","663","2121","663","1564","371","630","530","1784","530","1819","226","1699","226","3669","226","4223","226","3857","226","2974","226","1682","186","201","186","30506","645","712","510","1362","625","2241","625","984","371","579","645","2003","790","1465","755","1862","226","3957","226","4474","226","4337","226","3608","226","2416","424","506","424"
"0500000US13297","Walton County, Georgia","68725","519","33651","353","1899","226","2400","577","2141","577","1510","226","829","226","1908","226","2067","226","1959","226","3944","172","4996","226","4608","226","3269","232","1830","190","291","190","35074","180","1724","226","1828","423","2403","423","1464","226","732","226","1840","226","2107","226","2084","226","4349","226","5161","226","4752","226","3666","180","2046","348","918","348"
"0500000US24003","Anne Arundel County, Maryland","386585","1855","191941","772","9949","297","10120","1166","10864","1227","6421","412","4380","240","13078","206","12913","206","13426","206","23891","206","26812","206","28604","86","19293","206","8878","671","3312","671","194644","1158","9862","99","10413","1333","9606","1305","6388","206","3575","206","10061","139","12122","206","12950","420","23661","206","27602","270","30163","206","21653","206","11784","924","4804","924"
"0500000US28033","DeSoto County, Mississippi","114757","168","56179","142","3153","142","3552","745","4064","745","2594","218","1289","218","3220","218","3713","218","3267","218","7172","218","8231","218","7581","218","5165","218","2209","436","969","436","58578","121","3042","121","2902","551","4296","551","2359","218","1193","218","3067","218","3754","218","3467","218","7585","218","8279","218","7888","218","6081","218","3732","363","933","363"
"0500000US29097","Jasper County, Missouri","101103","190","49045","190","3116","190","3246","652","3264","652","2052","190","1232","190","3111","190","3627","190","3250","190","6250","190","5926","190","6337","190","4521","190","2151","502","962","502","52058","190","2916","190","2581","678","3660","678","1901","190","1134","190","3095","190","3698","190","3446","190","6356","190","6218","190","6928","190","5472","190","3433","410","1220","410"
"0500000US36005","Bronx County, New York","127874","1278","62989","652","3254","201","1878","680","3593","700","1612","78","1950","601","4188","601","4239","145","4046","201","6842","275","7674","252","8563","309","7951","201","5112","554","2087","545","64885","857","2963","116","2404","510","2612","514","1327","111","1923","726","3225","717","4080","141","3700","331","6406","242","6913","201","8762","441","8651","51","6254","940","5665","981"
"0500000US37021","Buncombe County, North Carolina","215962","368","102726","248","4801","210","4938","846","4794","846","3254","210","1921","215","5385","210","7272","210","7184","105","13858","210","13905","210","14579","210","12835","70","5733","620","2267","620","113236","187","4544","210","4133","990","5273","990","2985","210","2115","210","5630","210","7750","210","7725","210","14309","187","14420","210","17340","210","15263","210","7200","912","4549","912"
"0500000US39035","Cuyahoga County, Ohio","728195","1878","353550","1416","17378","195","13873","1282","19571","1276","11169","195","7812","195","20197","511","25142","128","23932","464","41595","195","46892","195","57041","450","40879","16","20307","1267","7762","1267","374645","652","16419","154","15657","1357","15841","1412","10765","142","7070","161","20585","195","24792","155","23187","162","40760","360","48250","369","60174","112","46156","130","28527","1751","16462","1742"
"0500000US39165","Warren County, Ohio","198915","244","98980","131","5505","195","5302","1121","8558","1128","4679","195","2537","195","5631","195","5272","195","5571","195","12733","195","14916","195","13991","195","8916","195","4065","583","1304","583","99935","121","5318","195","4735","1025","8208","1025","4525","195","2161","195","5097","195","4803","195","5504","195","12792","121","15050","195","14309","195","9847","195","4451","648","3135","648"
"0500000US40017","Canadian County, Oklahoma","109319","41","53796","41","3450","161","4083","640","3386","640","2162","161","1130","161","2664","161","3480","41","4050","161","7951","161","6990","161","6907","161","4767","161","1992","360","784","360","55523","161","3164","161","3151","604","4115","604","2150","161","999","161","2650","161","3647","161","4094","161","7961","161","6988","161","7387","161","5330","161","2199","453","1688","453"
"0500000US42077","Lehigh County, Pennsylvania","233375","116","112931","177","5079","177","5958","963","5225","963","3841","177","2533","177","6347","177","6599","177","6638","177","13198","177","15972","177","18314","177","13555","177","6123","701","3549","701","120444","116","4682","177","5925","840","4695","840","3602","177","2564","116","6473","177","6370","177","6648","177","13320","177","16463","177","19584","177","15253","177","9107","855","5758","855"
"0500000US47119","Maury County, Tennessee","74521","211","36500","434","2194","211","2294","581","2140","581","1723","434","754","432","1841","432","2497","211","2468","211","4679","211","4788","211","5133","211","3869","211","1956","167","164","167","38021","434","2201","211","1443","640","2901","640","824","434","475","423","2028","423","2703","211","2544","211","4940","211","4916","211","5814","211","4269","211","1877","442","1086","442"
"0500000US47189","Wilson County, Tennessee","118925","164","58365","164","3402","211","3461","771","4303","771","2508","211","1702","804","2566","804","3258","211","3413","211","7858","77","8541","211","8209","211","5946","211","2680","398","518","347","60560","211","3203","211","4568","645","2643","645","2289","211","1205","211","2749","211","3425","211","3810","211","8159","211","8788","211","8700","211","6612","211","3367","534","1042","534"
"0500000US48203","Harrison County, Texas","42167","228","20096","438","866","361","1967","369","772","369","447","341","682","445","1167","565","849","496","1213","228","2525","228","2660","228","3112","228","2312","228","896","353","628","353","22071","438","1343","361","1388","455","1129","455","1212","341","959","558","903","485","721","504","1344","228","2572","228","2836","228","3124","228","2561","228","1463","302","516","302"
"0500000US55131","Washington County, Wisconsin","125755","151","62539","151","3185","151","3861","691","3619","691","2556","151","1332","151","3240","151","3243","151","3443","151","7656","151","9411","151","10101","151","6609","151","3435","348","848","348","63216","151","3047","151","3020","688","4248","688","2418","151","1233","151","3019","151","2988","151","3325","151","7481","151","9328","151","10162","151","7078","151","4405","402","1464","402"
"0500000US02090","Fairbanks North Star Borough, Alaska","68510","56","37553","56","2322","157","1974","643","2135","643","1099","157","970","157","4258","157","3853","157","3102","157","4752","157","4043","56","4465","157","3332","157","691","541","557","541","30957","157","2094","157","1991","417","1894","417","1033","157","1002","353","1959","353","2766","157","2552","157","3965","157","3596","157","4126","157","2662","157","1153","172","164","172"
"0500000US06001","Alameda County, California","515639","850","257975","483","11355","211","9582","1084","10939","1068","6247","92","4628","105","12527","211","20073","92","22043","211","36104","271","37713","86","40588","255","28691","211","13256","1009","4229","987","257664","492","10777","151","9540","1046","9687","1026","5854","74","4682","211","12051","211","18883","135","20528","147","33971","124","35430","124","39584","179","31809","121","17205","1315","7663","1316"
"0500000US06097","Sonoma County, California","313990","897","151040","421","5694","63","6198","1015","6303","1012","4274","211","2911","211","6908","211","9187","211","9128","143","17683","150","19667","261","25899","99","23632","211","9226","837","4330","837","162950","605","5502","69","6027","914","5676","890","3858","97","3251","211","6857","78","8592","135","8612","248","17546","70","20889","73","29187","391","27673","211","12904","1007","6376","1001"
"0500000US06113","Yolo County, California","101602","345","48916","217","2331","211","2516","475","2179","451","1361","211","896","472","6984","472","3447","211","3012","211","5662","166","5654","211","6533","211","5037","211","2404","314","900","314","52686","190","2176","211","2026","506","2288","506","1258","142","2805","211","5986","211","3376","130","2925","211","5866","211","5931","211","7381","211","5898","211","3096","536","1674","536"
"0500000US13067","Cobb County, Georgia","386869","2149","189876","1103","9605","226","10104","1295","10360","1228","7069","226","4585","226","10793","75","12766","85","12250","495","24092","418","28226","112","28576","226","20203","226","8567","782","2680","782","196993","1157","8997","95","8897","1291","10855","1305","6749","73","4141","226","10508","226","12221","125","11650","503","24310","493","29071","226","30422","226","23431","226","11230","974","4511","974"
"0500000US22033","East Baton Rouge Parish, Louisiana","195000","612","95193","281","4855","217","4983","607","3761","618","2724","217","2923","217","10422","217","7364","129","6446","146","11244","217","10866","217","12905","81","10255","217","4794","610","1651","610","99807","497","4455","399","4469","994","4061","994","2677","217","3325","217","10330","217","6632","114","6050","217","10718","217","11168","217","14461","217","11808","253","6710","767","2943","767"
"0500000US24013","Carroll County, Maryland","149294","205","73549","206","3972","206","4273","541","4454","541","3090","206","1907","206","4315","206","4334","206","4488","206","8060","206","11087","206","11659","206","7324","206","3848","396","738","396","75745","205","3662","206","3570","785","4548","773","3000","206","1655","206","4231","206","4018","206","4270","206","8389","206","11711","206","11852","206","8098","206","4165","553","2576","553"
"0500000US24045","Wicomico County, Maryland","64305","48","30427","206","1480","206","1315","693","1768","693","1026","206","1540","206","3147","206","1868","206","1605","206","3227","206","3695","206","4250","206","3360","206","1417","326","729","326","33878","48","1474","206","1175","455","1681","455","1009","206","1990","48","3602","206","1966","206","1645","206","3402","206","4031","206","4866","206","3877","206","2413","430","747","430"
"0500000US25027","Worcester County, Massachusetts","626563","2650","308157","1122","14128","460","15085","1742","17559","1760","11249","99","8635","151","19785","220","19117","149","18776","376","35070","265","46051","290","50386","207","32395","211","15197","896","4724","896","318406","1798","13354","349","13660","1716","16941","1811","10947","211","8355","191","19543","211","17981","126","18860","255","34773","955","47470","352","51741","131","34728","273","19775","1415","10278","1415"
"0500000US26065","Ingham County, Michigan","202418","275","97897","147","5053","172","4077","717","4987","717","2912","172","5049","172","13276","172","7673","172","6327","172","11056","172","10806","113","12246","56","9156","72","3977","455","1302","455","104521","158","4906","172","5282","649","3742","649","2653","172","5555","27","13154","70","7479","172","6057","172","11265","172","11546","82","14144","172","10810","172","4394","685","3534","685"
"0500000US37049","Craven County, North Carolina","67484","174","34357","492","1844","210","1927","448","1419","448","1151","471","768","491","4174","491","2641","210","1962","210","3528","210","3541","210","4218","174","4223","210","2504","247","457","247","33127","471","1767","210","1319","451","1943","451","855","471","460","342","2155","342","2170","210","1977","210","3349","210","3732","210","4902","210","4731","210","2895","362","872","362"
"0500000US39141","Ross County, Ohio","68895","95","35039","195","1877","195","2118","692","1988","692","1366","195","739","195","1980","195","2329","195","2171","195","4682","195","5232","195","5161","195","3302","195","1956","142","138","142","33856","95","1832","195","1745","474","2215","474","1238","195","634","195","1805","195","2037","195","1737","95","4175","195","4623","195","5171","195","3711","195","2410","287","523","287"
"0500000US48303","Lubbock County, Texas","162942","76","79409","228","4191","228","4381","625","3845","625","2350","228","3697","228","11034","228","6113","228","4995","228","9148","228","8170","228","9507","228","7034","228","3877","457","1067","457","83533","76","4191","228","4415","765","3603","786","2510","228","3756","228","10273","228","5882","228","4901","228","9244","228","8576","228","10494","228","8177","228","5187","611","2324","611"
"0500000US54003","Berkeley County, West Virginia","98159","292","48445","130","2938","201","2409","556","3597","552","1882","201","908","201","2615","201","3440","201","3373","201","6393","201","6977","201","6610","201","4725","201","1997","522","581","522","49714","163","2738","201","2789","639","3070","639","1855","201","613","464","2838","464","3627","201","3307","163","6671","201","7015","201","6831","201","5215","201","2431","416","714","416"
"0500000US01095","Marshall County, Alabama","77082","350","37242","176","2133","201","1893","564","2633","564","1414","85","799","201","2191","201","2498","201","2122","201","4206","201","5097","92","5577","201","4038","23","2115","257","526","257","39840","177","2035","201","2214","542","1997","527","1401","201","766","201","2068","201","2504","201","2194","201","4502","84","5373","201","5924","201","4844","201","2788","409","1230","409"
"0500000US09015","Windham County, Connecticut","96139","114","47307","89","2089","207","2445","518","2322","518","1732","207","1380","207","2999","207","2962","207","2967","207","5487","207","6900","207","7909","207","5066","89","2383","306","666","306","48832","66","2064","207","1959","632","2503","632","1555","207","1418","207","2761","207","2786","207","2862","207","5552","66","7127","207","8283","207","5487","207","2495","501","1980","501"
"0500000US12011","Broward County, Florida","689186","2090","347552","1302","13998","459","12792","1711","16084","1712","9621","148","5667","229","15414","311","19734","348","19383","321","36757","410","51321","436","61157","525","47551","85","28575","1393","9498","1393","341634","1300","12865","269","12062","1414","15434","1403","9196","124","4795","181","14149","261","18695","139","18081","433","34936","242","46899","227","56247","329","48947","133","30581","1903","18747","1926"
"0500000US20177","Shawnee County, Kansas","130470","269","62676","215","3375","177","3686","815","3683","803","2394","177","1411","177","3286","185","3847","177","3759","177","7602","177","7956","177","9218","83","7549","177","3428","416","1482","416","67794","129","3343","177","3487","742","3410","734","2201","177","1217","70","3369","69","3893","177","4144","177","7878","177","8264","177","10769","177","8492","177","5565","584","1762","584"
"0500000US21067","Fayette County, Kentucky","228662","568","110847","515","5802","454","5194","891","5652","901","3251","197","3964","197","11987","64","9392","324","8214","197","14657","197","13646","197","13462","63","9798","132","4622","478","1206","478","117815","152","5685","197","5627","665","4758","673","3176","197","4232","197","12353","197","9277","30","8121","197","14628","197","13833","82","15421","197","11648","133","6952","654","2104","654"
"0500000US22017","Caddo Parish, Louisiana","108164","91","52525","58","2753","217","3246","618","2297","618","1698","217","995","603","2739","603","3445","217","3457","58","6381","217","6664","217","8035","217","6273","217","3699","363","843","363","55639","72","2676","217","2602","662","2739","662","1668","36","534","380","3194","380","3436","217","3254","217","6182","217","6637","38","8677","217","7298","217","4241","614","2501","614"
"0500000US27171","Wright County, Minnesota","125573","147","63364","147","4320","147","4788","818","5209","818","2984","147","1482","147","3207","147","3383","147","3900","147","8999","147","9081","147","8215","147","4744","147","2646","259","406","259","62209","147","4068","147","3853","781","5594","781","2819","147","1279","147","3120","147","3258","147","3925","147","8811","147","8676","147","7803","147","5220","147","2850","322","933","322"
"0500000US29095","Jackson County, Missouri","434690","1019","212094","727","11770","479","11642","1477","11619","1458","7017","176","3651","390","11596","190","17595","190","16873","140","27991","190","27694","53","30450","190","20764","190","9896","618","3536","621","222596","373","11507","190","11014","1301","11482","1301","6837","190","3760","167","11694","341","17721","190","16651","190","27665","61","27265","92","32718","190","24103","190","13167","1023","7012","1023"
"0500000US40101","Muskogee County, Oklahoma","37723","433","18348","109","943","161","1028","203","902","203","572","161","359","172","1050","172","1159","161","1099","161","2368","161","2454","161","2775","161","2245","161","1002","240","392","225","19375","376","886","161","824","365","974","369","564","161","264","162","907","195","1137","161","1100","128","2424","161","2434","128","3035","161","2553","161","1544","240","729","240"
"0500000US41035","Klamath County, Oregon","52359","207","26002","207","1310","207","1816","492","905","492","852","207","620","389","1390","389","1639","207","1497","207","2729","207","3041","207","3899","207","3953","207","1900","253","451","253","26357","207","1251","207","1439","368","1178","368","755","207","677","340","1062","340","1611","207","1492","207","2756","207","3103","207","4327","207","3934","207","1734","370","1038","370"
"0500000US45019","Charleston County, South Carolina","263067","622","128595","366","6960","46","5647","1042","6160","1042","3496","214","3200","214","8086","214","10721","214","11135","254","18465","214","16409","214","16791","214","13579","256","5381","808","2565","808","134472","269","6568","111","5582","1165","5896","1165","3225","214","3381","214","7021","214","11597","214","11496","214","18057","214","16580","214","18972","214","15580","250","6437","1234","4080","1234"
"0500000US45047","Greenwood County, South Carolina","41906","214","19808","214","968","214","766","326","1429","326","711","214","512","214","1112","214","1217","214","1128","214","2075","214","2629","214","2885","214","2509","214","1554","190","313","190","22098","214","966","214","1302","322","828","322","657","214","766","290","1092","290","1433","214","1188","214","2300","214","2915","214","3125","214","2812","214","1551","371","1163","371"
"0500000US48381","Randall County, Texas","96410","37","46645","37","2750","228","2428","686","3322","686","1759","228","1249","228","2763","37","3013","228","3117","228","5988","228","5483","228","6524","228","5026","228","2625","347","598","347","49765","228","2544","228","2512","435","3002","435","1627","228","1372","228","2797","228","3151","228","3232","228","6146","228","5924","228","7148","228","5694","228","2858","741","1758","741"
"0500000US55071","Manitowoc County, Wisconsin","71375","151","35497","151","1682","151","2342","326","1473","326","1299","151","713","151","1783","151","1867","151","1806","151","4107","151","4958","151","6270","151","4386","151","2212","273","599","273","35878","151","1519","151","2263","344","1358","344","1231","151","656","151","1827","151","1713","151","1730","151","3886","151","4856","151","6226","151","4454","151","2425","476","1734","476"
"0500000US55139","Winnebago County, Wisconsin","151131","34","75393","151","3790","151","4336","668","3743","668","2577","151","2190","151","6313","151","5250","151","4773","151","9357","151","10080","151","10809","151","7305","151","3525","430","1345","430","75738","34","3703","151","3866","698","3783","698","2473","151","2368","151","6394","151","4550","151","4293","151","8564","151","9679","151","11084","151","7898","151","4087","588","2996","586"
"0500000US72031","Carolina Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06057","Nevada County, California","84666","211","41359","211","1619","211","1291","464","2384","464","1227","211","944","525","1418","525","1806","211","2055","211","4590","211","4811","211","7183","211","7589","211","3185","551","1257","551","43307","211","1585","211","1642","505","1884","505","1171","211","559","523","1600","523","1773","211","2019","211","4392","211","4896","211","8350","211","8043","211","3498","591","1895","591"
"0500000US17163","St. Clair County, Illinois","160251","314","79262","190","4339","190","4299","715","4952","715","2911","190","1554","190","4283","190","4945","190","5074","190","10470","190","10627","190","12424","190","8197","190","3670","512","1517","512","80989","314","3811","266","4183","844","4483","844","2695","190","1401","2","3955","2","4671","190","4958","147","10302","190","10835","190","12931","190","8773","190","5522","681","2469","681"
"0500000US18035","Delaware County, Indiana","99560","198","47860","198","2260","198","2703","508","1998","508","1605","198","2128","964","6829","964","3116","198","2535","198","4857","198","5801","198","6046","198","4582","198","2295","360","1105","360","51700","198","2251","198","2590","536","1858","536","1509","198","2864","983","7120","983","3065","198","2446","198","5115","198","5944","198","6507","198","5568","198","3033","480","1830","480"
"0500000US18091","LaPorte County, Indiana","86740","188","43581","188","2340","198","2506","665","2117","665","1443","198","829","198","2498","198","3053","198","2542","188","5407","198","6143","198","6679","198","5120","198","2297","306","607","306","43159","198","2205","198","2581","464","1852","464","1408","198","766","198","2116","198","2611","198","2288","198","4797","198","5800","198","6728","198","5625","198","3136","380","1246","380"
"0500000US18095","Madison County, Indiana","109820","207","53945","207","2940","198","2651","578","3659","578","2069","198","1332","198","3117","198","3394","198","3257","198","6721","198","7620","198","7461","207","5861","198","2957","385","906","385","55875","198","2736","198","2869","632","3099","632","1845","198","1273","198","3045","198","3534","198","3202","198","6487","198","7526","198","8008","198","6787","198","3616","477","1848","477"
"0500000US21117","Kenton County, Kentucky","146629","78","72164","78","4647","197","5330","772","3799","772","2828","197","1587","197","4153","197","5448","197","5205","78","9569","197","9415","197","10079","197","6570","197","2621","311","913","311","74465","197","4370","197","4788","886","3990","886","2561","197","1406","197","4019","197","5446","197","5300","197","9657","197","9716","197","10507","197","7326","197","3921","616","1458","616"
"0500000US22055","Lafayette Parish, Louisiana","158553","131","77396","131","4733","217","4340","792","4997","792","2710","217","1670","217","4420","59","6232","217","6399","217","10785","217","9510","217","10481","217","7151","116","2474","551","1494","551","81157","217","4545","217","5304","895","3738","895","2625","217","1615","217","4557","217","6417","217","6193","217","10315","217","10019","217","11815","217","7855","217","4474","691","1685","691"
"0500000US24017","Charles County, Maryland","62159","233","30769","180","1564","206","1683","512","1631","512","1079","206","590","359","1844","359","1857","87","1836","206","3333","101","4596","206","5217","206","3354","58","1479","307","706","307","31390","60","1484","206","1848","426","1301","426","1012","206","570","300","1480","300","1849","206","1892","206","3391","206","4784","206","5263","60","3644","206","1983","390","889","390"
"0500000US27109","Olmsted County, Minnesota","124386","315","60213","185","3900","147","3213","572","4354","584","2186","147","1147","147","3144","147","4104","147","4330","147","7888","90","7324","147","8723","147","5607","147","3400","421","893","421","64173","252","3813","147","3297","611","3734","584","2178","147","1078","147","3420","147","4439","147","4454","147","7924","64","7577","147","9655","147","6481","147","3814","446","2309","446"
"0500000US27141","Sherburne County, Minnesota","87297","147","44392","147","2926","147","3019","690","3401","690","2046","147","1082","147","2499","147","2661","147","3099","147","6322","147","6646","147","5811","147","3247","147","1188","286","445","286","42905","147","2736","147","3208","653","2922","653","1995","147","908","147","2217","147","2473","147","2960","147","5984","147","6341","147","5448","147","3393","147","1405","385","915","385"
"0500000US36089","St. Lawrence County, New York","98974","344","49456","195","2503","92","3101","431","2804","431","1693","121","2340","201","4131","201","2943","201","2863","72","5283","201","6242","201","7127","201","5197","201","2429","367","800","367","49518","180","2406","72","2555","456","3023","456","1802","201","2123","201","3570","85","2682","201","2657","88","5306","201","6310","201","7252","201","5355","201","2727","389","1750","389"
