"GEO_ID","NAME","B15002H_001E","B15002H_001M","B15002H_002E","B15002H_002M","B15002H_003E","B15002H_003M","B15002H_004E","B15002H_004M","B15002H_005E","B15002H_005M","B15002H_006E","B15002H_006M","B15002H_007E","B15002H_007M","B15002H_008E","B15002H_008M","B15002H_009E","B15002H_009M","B15002H_010E","B15002H_010M","B15002H_011E","B15002H_011M","B15002H_012E","B15002H_012M","B15002H_013E","B15002H_013M","B15002H_014E","B15002H_014M","B15002H_015E","B15002H_015M","B15002H_016E","B15002H_016M","B15002H_017E","B15002H_017M","B15002H_018E","B15002H_018M","B15002H_019E","B15002H_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US12073","Leon County, Florida","106907","373","51299","232","793","582","1351","628","5755","1327","2613","943","11061","1780","4540","1082","13391","1266","11795","1489","55608","172","572","451","1974","968","7360","1328","1999","682","9459","1478","5258","1068","17191","1770","11795","1393"
"0500000US12103","Pinellas County, Florida","588416","695","278621","365","5696","1390","13263","1746","63654","4008","15748","1825","60577","4532","22001","2144","63164","3407","34518","2503","309795","538","4331","890","13365","1498","80505","4451","9636","1445","66174","3638","35373","3168","66475","4112","33936","2339"
"0500000US17093","Kendall County, Illinois","58677","190","28255","190","257","384","1375","989","6798","1680","1149","718","5132","1359","3130","1159","6817","1677","3597","1279","30422","190","211","250","603","536","6943","1560","130","167","8658","1858","3071","1079","5278","1400","5528","1564"
"0500000US33013","Merrimack County, New Hampshire","101761","105","49411","51","1010","481","2283","758","12642","1426","3234","897","8563","1299","4994","820","9108","1482","7577","1148","52350","54","871","418","1698","626","12582","1549","2232","675","9530","1238","6516","1122","9840","1334","9081","1282"
"0500000US53067","Thurston County, Washington","158747","367","75941","200","377","245","3333","991","12435","1883","3943","1072","17426","2216","8040","1536","17001","1711","13386","1564","82806","254","461","377","2050","640","15531","2236","2711","934","23513","2197","7530","1088","19658","2118","11352","1548"
"0500000US05051","Garland County, Arkansas","61922","201","28881","201","951","573","2028","850","9577","1507","1470","656","6103","1364","2338","894","3622","935","2792","828","33041","201","382","269","1744","762","8765","1549","1191","615","9250","1603","3728","1317","5394","1357","2587","986"
"0500000US08069","Larimer County, Colorado","199716","365","98286","239","1254","925","2516","766","13616","2066","2972","923","21740","2272","9819","1738","26359","2094","20010","2203","101430","241","682","458","1760","557","13750","1988","1554","496","21974","2384","8192","1299","33225","2297","20293","1972"
"0500000US12083","Marion County, Florida","201886","148","94502","229","2650","797","6623","1579","29816","2804","7170","1745","19269","2386","8343","1587","13903","2506","6728","1612","107384","148","3206","1277","6917","1907","36706","3152","6430","1380","22212","2509","11543","1804","13318","2166","7052","1287"
"0500000US13073","Columbia County, Georgia","72346","192","34922","226","45","81","3195","2324","5375","1284","2540","944","7580","1938","3628","1354","7808","1620","4751","1151","37424","192","420","495","1628","762","8592","1708","1775","962","8550","1590","1952","710","8996","1623","5511","1077"
"0500000US13095","Dougherty County, Georgia","16598","404","7943","305","336","238","913","397","1207","469","891","465","1818","539","490","328","1368","455","920","309","8655","242","172","147","1093","502","1744","485","609","405","1963","562","1218","429","1271","402","585","311"
"0500000US13151","Henry County, Georgia","67821","274","32447","129","330","304","1907","724","8637","1545","2234","839","7344","1639","2031","827","6664","1639","3300","1143","35374","146","618","362","1637","751","11354","1824","1803","859","7926","1533","3125","1065","5354","1070","3557","1083"
"0500000US17183","Vermilion County, Illinois","43575","80","20980","32","322","215","973","368","7998","995","1992","538","4727","776","1802","431","1752","532","1414","505","22595","76","639","494","1300","465","7276","965","1664","552","4924","749","2364","551","3105","889","1323","472"
"0500000US18141","St. Joseph County, Indiana","137919","225","66108","193","1484","574","4283","1152","16868","1557","3479","789","12374","1299","6225","1282","12151","1071","9244","1090","71811","98","933","382","3275","816","18159","1640","3393","888","13010","1675","8027","1132","15608","1333","9406","1254"
"0500000US19163","Scott County, Iowa","98994","142","47750","73","675","366","1694","775","11969","1668","3319","1161","9156","1090","5096","1084","10848","1461","4993","930","51244","70","107","93","2183","826","12448","1572","2415","819","11062","1431","5750","1027","12340","1417","4939","964"
"0500000US23019","Penobscot County, Maine","102926","170","49705","170","1649","533","3569","882","14232","1355","3512","1010","9557","1508","4771","997","8214","1344","4201","892","53221","170","800","392","2305","706","15209","1455","2275","519","10691","1514","5883","1157","10317","1447","5741","1115"
"0500000US26111","Midland County, Michigan","54597","122","26405","172","360","238","1777","744","7351","963","506","259","5574","896","3106","826","4011","844","3720","884","28192","122","495","304","603","390","7973","886","644","338","5590","1153","3512","767","5761","942","3614","785"
"0500000US26115","Monroe County, Michigan","99151","172","48168","172","312","198","3809","1033","13706","1170","2459","656","12387","1323","5594","895","6620","1022","3281","822","50983","172","763","518","2308","673","13593","1457","2578","795","13127","1309","5720","1098","8735","1189","4159","823"
"0500000US35061","Valencia County, New Mexico","19699","577","9700","378","174","198","1088","473","1956","622","693","350","2396","602","670","425","1695","582","1028","530","9999","361","21","36","501","301","2741","704","421","337","1656","576","1391","500","1530","606","1738","653"
"0500000US37097","Iredell County, North Carolina","97338","119","47213","119","1147","553","3200","899","11434","1468","2107","619","10161","1157","4632","919","10465","1284","4067","841","50125","210","640","357","2782","929","10308","1185","1674","558","12658","1540","6861","993","10657","1330","4545","741"
"0500000US42021","Cambria County, Pennsylvania","89475","95","42988","40","864","272","2275","558","17694","1155","1762","384","7585","1005","3759","653","6279","857","2770","549","46487","58","907","322","2363","399","19015","1192","2133","639","6728","902","4813","696","6871","1056","3657","647"
"0500000US55141","Wood County, Wisconsin","49210","151","23872","151","138","91","832","348","8502","920","1099","429","5602","913","2488","523","3192","676","2019","574","25338","151","579","333","1088","573","8910","1190","956","462","4596","886","3109","654","4279","739","1821","550"
"0500000US72061","Guaynabo Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01073","Jefferson County, Alabama","238759","436","113510","105","1865","666","5942","1378","22271","1956","4666","992","23098","2616","6717","1255","29837","2026","19114","2001","125249","395","1837","849","4238","995","25603","2345","3070","751","26223","2515","9258","1502","34238","2731","20782","2177"
"0500000US05145","White County, Arkansas","46646","37","22131","37","1474","596","1818","612","6845","1400","1258","799","4306","965","1263","459","3400","944","1767","712","24515","201","1053","516","1889","751","7899","1313","1749","600","3863","964","2294","864","3298","1011","2470","660"
"0500000US06079","San Luis Obispo County, California","140898","188","68501","123","279","263","2160","790","10381","1643","2112","760","18970","1977","7556","1522","16991","1972","10052","1434","72397","140","243","231","2045","777","11219","1583","1028","564","20122","2013","8654","1359","17624","1875","11462","1408"
"0500000US12035","Flagler County, Florida","67382","112","32036","229","419","321","1419","550","8960","1624","1981","601","6617","1308","3625","957","4773","985","4242","1061","35346","112","605","331","1784","941","10640","1698","1615","694","7683","1175","4519","1174","5405","1214","3095","920"
"0500000US17201","Winnebago County, Illinois","145584","207","69775","94","1900","547","4428","1358","18167","1554","4689","1088","18546","1432","6018","1098","9705","1345","6322","1344","75809","170","1306","490","3831","846","20678","1621","5151","1161","19500","1819","8026","1250","10449","1399","6868","1135"
"0500000US24025","Harford County, Maryland","139226","124","66794","206","1232","602","4080","1045","14888","1840","3525","1136","13712","1525","4230","962","14502","1879","10625","1476","72432","124","1366","482","4060","918","16060","1671","1812","668","14684","1407","6551","1124","14791","1550","13108","1655"
"0500000US37157","Rockingham County, North Carolina","49312","195","23342","89","1773","648","2310","780","5909","906","1724","536","5533","1088","2575","755","2542","673","976","354","25970","146","1163","519","2745","899","6795","999","2026","676","5794","978","3571","878","2866","750","1010","397"
"0500000US39155","Trumbull County, Ohio","127676","63","61105","63","1515","520","4865","1089","26471","1976","2296","533","11010","1493","4101","745","6513","1262","4334","911","66571","195","2077","643","5086","1223","25041","2130","2696","674","12244","1403","5640","992","7793","1314","5994","1092"
"0500000US42049","Erie County, Pennsylvania","165253","313","79750","145","1350","513","3883","991","26167","1973","5647","1332","12905","1293","7748","1094","14142","1428","7908","1200","85503","266","1514","505","3214","926","27949","1979","3163","818","14007","1495","9408","1388","15996","1767","10252","1273"
"0500000US01089","Madison County, Alabama","172522","72","84377","201","1397","589","3941","1294","10654","1373","3537","948","15494","1773","5448","1376","25296","2117","18610","1794","88145","72","1748","514","3130","720","16132","1915","2989","858","18965","1795","8186","1265","24702","2221","12293","1643"
"0500000US09009","New Haven County, Connecticut","405053","814","192037","554","3363","928","7625","1473","55945","3782","6091","1262","31041","2908","11749","1948","41571","3060","34652","2723","213016","343","5426","1179","7423","1470","54415","3287","3737","787","33549","2676","20522","2306","44784","3053","43160","2999"
"0500000US12061","Indian River County, Florida","98561","82","46147","229","859","649","2690","1088","10839","1783","1429","620","9618","1494","4929","1290","8850","1471","6933","1346","52414","82","879","807","3046","1381","10910","2309","1798","1090","12776","2498","5349","1377","12094","2176","5562","1477"
"0500000US13089","DeKalb County, Georgia","169161","464","81262","228","384","296","1482","620","6731","1698","1203","552","9788","1603","3468","857","32264","2288","25942","2351","87899","298","196","164","1116","501","8215","1765","1027","506","9514","1333","4497","1288","34914","2422","28420","2256"
